turno,operador_id,maquina_id,producto_id,cantidad_producida,unidades_defectuosas,eficiencia_porcentual
3,13,3,2,89,0,81.45280174209591
1,4,1,15,112,0,87.7046679063
1,13,10,4,107,0,78.03359425848814
2,12,1,2,93,2,84.97
2,5,6,9,112,0,82.10840012973921
3,10,1,3,90,2,82.09268616910994
3,9,5,10,103,0,89.2884283929763
1,20,4,10,81,2,88.61662907003921
3,7,5,6,97,1,85.8974809563671
2,2,7,15,95,0,87.71105979950504
2,7,6,1,97,3,87.36044259874393
1,8,9,13,110,2,80.89628626513067
2,7,6,11,104,0,84.38851865289227
2,14,9,14,112,3,81.03857235648385
2,19,4,15,100,1,84.87679294809661
2,5,1,15,94,2,68.99899417827717
1,18,1,10,91,2,69.89916305009243
1,20,10,3,99,2,85.96638794823329
3,12,7,8,96,3,91.59738318656817
2,17,3,5,118,4,84.49868129027058
3,13,2,8,117,1,80.34618782475458
1,2,6,15,102,5,82.47098729331329
1,13,6,2,110,0,86.48480711175165
1,7,7,7,100,0,93.53179668845468
1,10,5,9,105,3,67.44296395046092
1,6,8,7,92,0,88.63342502604164
1,3,7,3,98,3,81.98297964569873
1,3,2,7,118,2,84.7381479670472
2,18,1,15,114,5,71.0457551024017
3,11,9,8,112,3,81.28071257855825
1,20,5,14,97,3,83.81947889417447
2,5,5,1,122,2,86.75637732745794
2,19,10,13,99,2,76.30516642784423
3,19,4,13,105,5,88.62007215888153
1,15,2,3,82,2,88.76567850182323
3,16,5,5,112,2,91.07347043517524
1,9,2,12,124,3,85.03479067574052
2,4,7,6,108,3,82.42990556260197
2,15,9,3,95,1,95.66722382431476
2,12,9,15,73,3,77.43185497524735
2,3,6,4,89,1,85.12584576352785
3,14,1,5,90,5,85.05903864392143
1,17,6,15,96,1,91.27479734841006
1,19,5,3,102,1,82.83499928215348
3,6,4,4,97,2,83.26861408976987
1,4,6,5,97,1,97.40341568808724
2,7,6,2,95,2,91.09185098588831
1,19,6,10,89,1,86.6328832713476
2,17,2,9,103,3,82.12714634540322
3,16,7,10,72,1,88.06604472810268
1,15,4,8,97,2,90.77985296211487
3,8,9,12,93,1,80.77207975238329
1,19,10,6,87,1,78.66225136249425
2,8,2,10,111,3,87.63636199128821
3,18,5,11,111,3,89.03645445189794
1,16,4,3,109,1,89.15982833430662
2,20,9,11,106,4,83.33276096411092
3,19,4,2,106,3,85.21479325586975
3,10,8,7,98,1,87.18310190281855
1,17,8,8,116,5,87.23521617306109
1,13,6,10,102,4,84.00362168842837
1,13,6,1,85,5,80.57134290345623
2,7,8,14,105,0,83.15194741903316
1,10,10,15,86,1,93.3006095314116
3,2,9,6,114,1,88.06762622178334
3,4,5,7,119,1,86.01394130778341
1,6,1,15,94,1,81.50646136595536
1,18,1,13,91,2,84.97
3,6,2,9,99,1,83.44551492901692
2,17,10,12,86,2,78.18935373135874
1,14,10,3,85,1,89.00375976752194
1,11,5,2,98,4,93.35943195483108
3,19,4,5,101,2,78.16889797691628
1,2,1,13,99,1,84.97
2,3,4,15,115,1,86.34353967955477
3,11,4,10,87,2,85.29861868420898
1,6,10,1,108,2,85.54116034566921
3,14,4,13,107,1,87.00977020516179
1,19,1,6,103,4,93.91576553211958
1,16,9,9,96,4,76.37672968925042
1,7,3,10,92,2,95.27051031234627
2,8,4,15,97,1,84.97
2,19,5,9,109,3,82.45093744109828
3,20,7,7,106,1,84.97378291021771
1,16,6,14,92,3,81.5149517324056
1,7,5,11,102,1,97.64380196377304
2,9,8,7,98,1,86.13185423303739
1,13,1,15,107,1,89.17809049719752
2,1,7,8,104,1,90.92345719157096
1,8,6,10,107,3,86.65275403689783
3,4,5,14,106,0,80.95808633026472
1,3,7,2,98,3,87.3977963773009
1,3,3,14,96,0,81.64969434932
2,13,1,6,105,1,87.43500162993169
1,8,9,5,93,2,80.4655657472966
1,7,2,5,99,1,83.94993397853736
2,1,10,13,95,3,82.59248552595561
3,16,3,3,88,0,77.59085703413295
3,6,8,3,107,3,79.99707738354775
2,7,10,6,105,4,86.65300444089902
2,12,9,12,86,1,75.35713103433258
2,9,3,10,99,2,85.82595878657537
2,11,6,13,97,2,85.71592041963612
2,10,7,10,101,5,84.97
3,1,1,7,87,2,79.25964160551497
3,18,7,14,95,2,82.06541886007442
2,4,4,1,116,2,72.66937284423345
1,5,5,14,101,2,88.00470098752595
2,9,8,3,85,3,84.97
1,17,4,12,100,0,93.09690417982851
2,3,4,1,111,0,93.8543900553496
2,16,8,10,94,1,83.98586245766072
3,5,5,3,87,3,84.2168215202206
1,16,6,5,110,0,90.62084667620825
1,3,5,9,101,4,81.36996514767867
3,20,1,3,111,2,86.81618499627332
3,15,7,10,109,3,87.15707839145014
3,3,6,14,93,3,90.53241772333872
3,20,2,10,98,0,83.1580048643256
1,14,7,9,89,2,91.15104042627124
1,16,6,1,97,0,87.64456504669484
2,17,5,6,94,2,84.68322699842584
2,20,8,9,95,1,82.72123171179206
3,18,5,12,112,3,76.91565687536718
3,18,2,5,117,2,91.60706431546032
3,14,6,11,101,3,84.97
2,18,1,14,105,1,89.42506524557999
2,15,5,10,94,2,79.30892240896009
2,15,6,2,103,3,74.73013987397243
2,6,7,5,82,0,100.17907577598642
2,15,2,1,107,3,82.11136203676155
2,18,1,9,113,3,79.97636100837578
2,4,6,10,99,5,81.2598357847405
3,8,3,13,89,2,95.2575883926634
3,15,5,10,105,3,82.98013231531579
3,3,2,9,111,4,82.37610422573334
3,15,1,6,106,2,95.00563752741203
2,13,1,11,113,1,87.23171651657145
1,9,4,9,101,3,85.57757300397354
2,2,10,14,86,1,87.06210659022318
1,8,2,3,86,2,84.73608546593225
3,20,1,15,107,1,80.29420216515348
2,17,6,4,92,1,91.253046164585
3,13,4,13,123,2,83.42766012351896
2,1,10,6,94,3,82.70018060602838
3,2,7,4,98,0,79.85064145690755
1,15,6,1,93,4,90.87734289856766
1,12,5,7,105,0,85.24963770581988
1,14,10,5,90,0,88.2208916616949
2,2,2,14,90,1,91.93504079889686
1,18,5,15,97,1,85.5572028306878
2,7,9,8,99,1,88.16534569292187
1,6,9,9,100,2,90.03063995926598
1,14,2,5,89,1,85.50781623056822
2,8,7,8,86,4,87.87785393170513
2,2,10,13,110,4,84.65522532056812
1,17,4,1,117,2,89.66922245637627
2,5,3,1,100,0,81.14867474153456
1,14,1,7,80,4,88.79418249266975
2,20,3,15,104,3,82.9725776103795
3,3,9,6,116,2,89.82663630608192
3,5,9,5,103,2,80.40185404793219
3,16,7,14,96,1,90.85015345145588
3,18,3,15,106,3,73.04064626772669
3,17,3,5,111,4,88.0706373666342
1,11,4,14,91,3,77.25068114627575
3,17,7,9,109,1,86.00156705232848
3,16,7,1,106,2,79.4679326022803
3,2,2,8,89,1,85.05528293212838
3,4,5,2,105,1,88.60903025398285
2,7,7,7,93,1,79.3554869916601
1,2,7,6,129,0,83.3556256633705
3,6,6,10,122,0,68.4369350789043
3,17,10,2,98,1,92.55665940334124
3,7,10,12,88,1,97.4067083231588
1,5,8,13,101,1,91.25346807914389
2,5,3,3,110,1,83.96114977495498
1,20,1,4,109,1,91.37167242438755
2,16,3,7,99,0,86.32965482677457
3,19,2,8,112,1,91.66472150724093
3,9,2,13,99,0,84.97
1,5,2,11,92,0,88.22492849266241
1,8,5,2,111,6,82.27278681080054
2,9,1,8,101,1,75.44842689707738
2,5,10,11,107,1,94.64230766891818
1,10,4,9,99,1,93.4251519924438
2,2,10,7,111,1,87.75905709259169
1,9,5,1,91,4,82.4728362241097
2,11,2,6,82,0,83.60213118827843
1,4,5,8,107,0,86.00171884254037
1,2,10,5,108,1,96.72668838400098
1,6,4,12,95,2,84.4231766236188
2,14,8,15,86,2,81.94640600873257
2,1,1,2,107,0,79.32049596045366
2,18,5,15,93,0,77.22157749139687
1,7,10,5,72,2,80.67146306811975
2,1,1,8,83,3,91.843122527599
2,1,10,2,85,3,76.30455577985154
1,1,10,1,116,2,86.81070245825887
3,4,4,15,94,4,85.14396299332185
1,4,8,4,94,0,84.07219762357165
2,18,1,4,91,3,80.19716759764336
1,11,2,9,96,1,87.78996248982355
3,1,1,3,110,4,85.71751365624412
1,10,7,4,109,4,88.69251173173728
2,9,2,3,102,0,86.99209490127359
3,4,1,2,95,2,79.33545452461095
2,6,6,4,98,4,83.39553991112545
3,16,6,14,107,1,86.07389250034936
3,2,10,8,88,2,76.91651085506577
1,18,2,1,102,4,89.55051827706174
1,10,1,8,88,2,92.16150538760137
2,17,10,8,92,1,86.18723038542728
1,13,3,15,105,0,82.96611786715444
1,18,10,3,107,2,77.5775628157837
3,13,5,14,91,1,82.59082827507997
1,17,6,10,104,0,88.00500009840522
3,5,3,10,101,1,89.68357429531449
3,11,9,12,84,2,88.45277930964089
3,7,5,12,95,0,66.65020633122097
2,10,2,6,109,2,79.74081284934567
2,17,10,13,114,3,88.01813877542779
2,15,6,13,94,0,78.49819391010355
3,18,8,4,113,4,81.77255725991849
2,19,6,13,88,3,80.93224801690873
2,2,4,1,121,1,77.19321675710347
1,4,6,14,73,1,88.38072000425217
2,3,8,1,92,2,88.17330483328162
2,7,8,5,92,5,84.74508393423993
3,18,10,12,104,1,92.38422834032352
3,10,2,8,97,3,87.78804733958489
3,7,8,1,94,1,85.7997773931044
3,8,6,2,90,2,85.35852934610284
3,6,2,7,83,4,89.32402651881694
3,1,1,8,80,1,87.31932353055059
2,4,6,12,104,2,81.81839011995443
3,14,7,14,72,5,87.22599121163603
3,17,10,3,90,3,90.24768148101052
1,20,5,11,103,7,92.36132369204358
2,18,10,12,116,4,96.97699842512064
2,11,8,13,98,2,91.90281421589852
2,14,9,8,106,2,79.03463921290019
3,9,4,1,93,1,87.00368500985431
3,15,7,9,85,1,90.3073193844178
3,12,8,12,95,0,77.08813007394846
1,10,6,2,104,2,86.10906682216152
3,19,2,14,91,2,82.78040745304267
1,19,7,13,107,1,81.86689903274012
2,6,9,2,90,3,87.15954436110462
3,20,5,4,102,3,80.24778329546363
1,6,2,12,108,1,81.18416372520248
1,8,4,10,87,1,82.20277844294998
3,1,3,3,94,3,78.91407565444945
2,17,4,4,99,2,82.30873646733846
2,17,10,6,99,3,92.34541119709816
2,15,7,7,104,0,79.75712394428032
1,7,10,5,99,3,85.483880222516
1,19,8,2,98,1,84.42044351604663
1,3,1,3,81,1,93.80311993416215
1,11,8,10,108,2,89.06610497955833
2,20,5,11,84,0,84.72407718506496
3,19,7,3,84,1,92.83621510964552
1,9,1,14,106,1,81.80991955684931
1,10,2,5,106,3,92.89238914491064
2,2,1,12,90,2,91.84767829214722
3,1,5,11,106,2,86.22531028190244
3,16,6,12,107,1,81.92336429877092
2,18,10,5,88,1,91.5584562281138
2,17,9,4,120,2,88.85405533600013
3,6,8,8,91,3,88.80243318264453
1,14,7,6,130,4,86.77657485958946
3,15,5,6,110,0,83.32214287927971
2,14,3,1,110,1,88.13534871664702
1,3,9,6,90,1,80.737616883374
1,19,5,3,99,2,81.31741045009737
2,12,3,13,96,5,92.53087316993413
2,2,3,6,98,3,97.91588633683664
2,3,3,10,105,4,84.00043416282409
3,18,6,13,108,2,90.7470910575862
3,1,1,11,131,0,86.80869764374259
1,20,4,13,104,1,84.40712828103585
2,6,8,6,96,1,83.80848131280872
1,5,3,2,100,3,92.3661368427948
1,1,5,1,106,1,83.62623155961593
1,19,2,11,93,1,82.2556307493989
1,1,2,15,114,0,90.79459123904378
2,16,7,3,93,1,92.90578310618906
1,12,10,5,98,4,89.01491841858392
2,8,3,15,95,1,76.59360165589173
2,16,5,15,86,1,84.05225119281411
3,1,3,4,84,3,92.08928923722895
2,4,6,7,91,3,86.06318758032735
3,10,10,4,98,0,77.47555441956375
2,11,3,8,109,1,88.44658553532821
2,17,8,7,93,1,83.40394913220666
2,7,2,10,127,2,79.82720930973642
3,12,3,9,100,5,77.97540914000142
3,7,8,1,98,1,85.98927746764791
1,12,8,15,104,1,88.4652407024987
3,15,1,5,104,0,79.99142370251221
3,2,8,13,121,0,74.64246295131417
3,14,10,4,102,2,90.60190649284462
3,13,2,6,119,1,91.60312038694929
1,4,7,1,108,3,80.66005402037061
3,14,6,6,103,1,83.44466165662165
2,14,2,1,93,4,93.98296447535222
2,16,5,14,89,1,80.8251838634624
3,7,7,14,80,1,87.77170676122583
3,19,8,1,98,1,83.31122718557964
2,2,3,8,96,1,79.46544448095476
2,10,1,2,100,0,81.98909635152292
1,18,7,10,94,2,77.58419548268543
2,17,5,13,104,1,82.74537769502186
2,5,5,14,102,2,80.6752066402751
3,12,7,6,102,1,84.52382068745067
2,6,1,14,112,2,93.1317760040973
1,9,8,6,93,0,82.86795894954031
2,20,10,6,91,0,82.36442614783884
3,1,5,8,109,2,79.69633903598508
3,15,8,4,104,2,91.1251010599568
2,6,10,3,87,0,84.85696906134713
3,19,10,6,117,1,93.15140057920244
1,18,5,4,103,1,82.74320868934886
1,6,7,2,74,5,87.12956152044235
2,13,10,6,95,1,78.43937459215446
2,1,3,10,108,2,86.63086041648573
2,13,2,5,113,3,92.00259516435378
3,7,6,11,103,2,86.16794563889489
1,15,5,9,104,2,82.59842096537182
1,12,9,11,91,1,75.58094012178819
3,1,10,6,120,0,87.71380161012085
1,15,4,14,111,4,91.18035193743206
2,4,3,3,86,1,84.90451512364191
2,13,9,11,83,1,81.15095743674158
2,5,8,5,98,1,77.76512015145747
1,2,6,15,88,2,85.0833199630326
2,1,1,10,111,2,86.04362957670193
3,16,10,8,107,5,82.46501894851971
3,6,1,9,98,2,88.02918100847641
1,16,6,8,98,1,86.10872577489582
3,14,3,15,106,2,86.86434321284182
3,3,3,3,90,1,90.91864348126497
1,15,6,9,107,0,81.14464196705045
2,3,3,3,113,1,83.48985005829279
2,2,10,8,108,5,89.15408662720671
2,1,6,10,94,1,83.97161456323866
1,9,5,9,98,1,91.21740694254476
3,9,4,7,103,2,80.71144150819842
2,7,8,4,107,2,90.117789539187
2,3,2,10,110,3,88.67925898250715
1,18,7,15,94,4,86.8666536356417
2,11,4,9,106,3,92.61163928325917
1,7,2,3,120,6,84.44342293859256
3,9,7,15,111,2,90.80664604753716
1,1,1,3,76,1,85.94544212894338
1,14,4,2,99,2,90.58833729326032
1,20,9,10,80,1,88.43308001741134
1,6,4,15,104,2,86.13948383060439
3,7,3,3,89,4,81.97290572147789
3,10,10,1,104,4,82.39549785059282
2,7,10,15,82,1,87.13285893045848
3,2,2,4,115,4,92.38221214579735
3,4,3,8,110,2,84.3589060132575
2,17,1,5,77,2,87.0600324593182
3,1,10,2,107,1,85.09363908967994
1,10,8,3,94,1,89.84186778242766
1,19,1,1,105,2,84.15677849657648
2,15,3,2,119,1,85.52991845907391
2,10,3,1,110,5,80.59297155298063
2,19,2,2,105,0,87.18769506171547
1,12,5,3,94,3,80.2849471984099
3,16,10,1,110,3,93.57166261180429
1,9,3,11,98,4,81.86613272729853
2,15,3,9,93,3,84.58428057818202
3,17,8,10,85,0,73.99491223922382
3,14,4,5,95,2,82.29168991729627
1,18,4,8,102,2,82.7405406667971
2,2,3,5,92,2,89.98544149761115
1,4,1,8,91,1,81.35893709190296
3,18,8,7,122,2,84.97
1,7,1,12,120,2,92.14827709094224
1,13,7,4,109,2,87.50981177350289
2,15,5,15,97,1,82.45693476614743
2,1,4,7,122,2,91.48687623700246
3,11,4,6,91,1,74.08593695854717
1,10,8,3,114,3,87.52589677828156
1,5,6,9,95,3,90.84779783373216
1,16,1,12,102,1,80.07546596878584
3,11,10,10,108,2,73.0990677027153
3,6,8,15,95,1,79.8492010314991
2,9,2,13,106,2,84.02018277217418
2,13,6,9,112,2,80.69056633334318
2,8,9,14,103,2,87.31121392532367
1,14,1,5,116,0,80.05943326302045
1,1,6,8,96,3,83.94669445300414
2,17,8,7,109,1,89.30204233318717
1,5,10,9,92,1,85.97863599927737
2,2,2,7,108,2,77.3628720986793
3,9,5,4,98,4,92.77083164543686
2,4,6,4,94,2,84.2138913897224
3,17,5,11,85,1,86.69168723666736
1,17,3,8,97,2,89.33584930061978
2,18,4,6,115,4,80.08567201288386
1,16,7,9,92,1,77.62023768833122
3,8,4,14,112,4,81.253035083004
3,11,9,10,96,1,93.38666130499864
3,18,10,14,82,0,83.72908715814737
1,10,2,7,106,1,88.87416631176563
1,13,5,7,97,2,82.49339618417697
1,17,8,4,122,1,84.97
1,18,5,3,92,5,96.27703837129236
3,10,10,8,98,0,84.18972599920622
3,16,8,7,100,2,80.82611591946714
2,20,8,4,113,1,85.28145066096474
2,5,9,13,101,0,76.93165735848683
1,13,10,4,98,2,78.42790388951906
3,18,6,1,108,2,90.56095824392696
3,17,4,11,107,1,86.43808088346869
3,9,3,7,96,1,86.22515949972073
2,14,5,1,100,1,84.10395163770232
2,17,6,10,90,2,78.65872737215072
3,4,3,10,98,1,89.70484639843295
3,18,2,4,106,2,93.40189770712033
3,20,7,11,112,3,77.75041465949342
2,15,5,14,102,3,87.23167061777393
3,11,9,3,108,2,76.21137447421407
3,12,3,11,95,2,81.94476055136593
1,9,8,3,108,1,96.02415479262984
1,13,6,12,109,3,90.2043442314266
2,15,4,1,96,2,87.21291559897945
3,15,9,4,106,3,76.17629972857678
3,5,5,14,111,2,89.66267283644936
1,19,10,1,110,4,86.33286414684744
2,20,6,14,113,2,83.30610905783361
1,14,9,13,106,3,79.83628655309494
1,17,7,13,95,3,79.36502204056494
1,18,5,8,94,2,80.8129444692596
1,3,2,15,67,2,88.24226346035486
3,2,4,15,89,5,84.45320791599411
3,1,2,1,103,2,85.3980149623284
1,10,3,12,101,2,91.10516818861883
2,19,10,14,120,2,78.33998367864646
2,17,3,6,87,0,75.1501521413797
2,12,4,7,97,2,88.92527742227213
2,1,6,15,102,1,78.84297723040036
1,12,3,10,92,3,84.97
3,17,10,14,95,2,83.40126062423376
2,3,1,12,96,1,84.27208688057497
1,11,1,2,101,3,84.97
2,17,9,4,113,4,84.50936988495498
2,3,9,11,101,0,93.8303095680876
1,8,5,14,110,2,83.4389671641362
3,20,9,3,89,2,86.0779950428317
3,4,7,13,112,1,89.52391380368013
1,7,9,13,116,1,91.3824640997572
3,14,7,9,113,0,91.35185835097651
1,14,9,14,104,3,82.64755909636811
1,4,2,7,87,0,87.81635311340955
1,16,8,2,99,2,93.56846086798352
3,1,7,11,97,3,83.14289992897987
1,17,6,12,78,0,92.61909870692082
2,10,5,6,97,2,82.65808922434049
3,16,4,9,94,1,85.55504316062213
3,16,7,12,110,1,95.96508419381264
3,8,3,3,95,2,79.902684217122
3,7,8,14,98,4,73.90291428556125
2,6,2,15,102,3,87.92862073514299
3,16,1,11,115,3,89.79746970140809
3,20,2,6,88,1,83.15787651931798
1,16,9,14,88,1,83.88529914500928
3,7,5,3,108,2,88.77480108032921
2,9,8,3,117,0,82.07611017542759
2,14,3,4,116,1,82.81211594565961
2,11,7,9,83,2,89.26497054605056
2,14,2,11,98,0,89.7229638575707
3,7,8,13,104,5,84.9716044906295
3,1,7,8,98,4,81.04274689279119
2,13,5,1,89,3,89.05524986598459
2,20,4,13,118,4,86.51795339982485
3,3,1,12,104,1,80.37664119788765
2,20,5,11,105,4,80.41723334149557
1,4,9,1,95,2,82.80848174543704
2,11,10,7,100,1,91.9249132319406
2,2,4,3,100,3,80.02731923798484
1,14,9,14,99,0,94.6163733051867
1,12,2,11,88,1,91.4981744321264
3,17,4,7,99,1,88.3596580204212
3,12,9,9,86,2,82.52874819107592
1,12,4,3,102,2,95.64196711510402
1,1,5,3,96,0,84.90580874422234
3,13,8,2,108,4,81.84114518748142
2,14,1,10,93,3,82.86692696975724
1,2,1,1,111,2,77.25310606977435
3,12,9,9,99,3,80.18371079527158
2,16,9,6,94,1,81.18608830250176
1,4,4,6,85,4,84.2947046133151
2,8,2,8,109,4,83.9494732479789
3,2,9,11,88,2,77.77402256122535
1,10,4,5,100,2,83.09925351780518
2,9,6,9,109,1,83.63827083007217
1,15,1,15,89,3,82.63204371889427
2,13,9,11,106,1,86.10394937052257
3,17,5,5,110,3,86.77565302756022
3,16,3,2,101,1,87.77415020452935
1,2,4,6,85,1,78.09568180449214
2,20,1,15,99,4,80.28701261255304
1,20,9,9,95,1,81.86746864681984
1,14,8,3,114,0,88.87130363213176
2,3,4,10,76,2,86.13823407308979
2,12,2,4,99,2,84.08487173468775
2,8,9,10,98,2,84.21886192035325
3,2,4,11,117,2,91.24449625081547
1,4,9,8,82,2,92.83534769630168
1,14,10,6,89,3,84.05601071637143
3,16,3,13,111,4,82.05618856671248
2,19,7,7,101,7,74.23785684593815
3,2,7,7,105,4,84.97
3,12,10,4,98,0,85.23425738588334
3,14,4,15,106,1,89.58421927099704
1,6,2,12,104,2,89.8249849590304
3,13,9,6,88,3,84.38909136067889
1,4,4,12,94,2,78.31767929902112
1,18,8,9,103,3,91.74533869502348
1,12,2,3,105,1,81.28896887353329
2,20,8,8,93,2,92.0352786063911
1,19,10,7,105,0,88.55487886701547
1,8,5,4,104,0,75.27699332108581
2,7,7,10,100,1,82.93241010123798
1,16,7,13,106,2,81.63784925066082
3,19,9,3,109,2,70.28033791102973
3,6,3,14,105,3,84.97
1,20,10,7,99,3,77.1968685956145
2,11,4,10,88,1,89.58287235999379
3,5,10,9,87,3,81.93966453449961
2,16,4,12,90,3,84.17502641467809
2,7,10,10,104,1,84.94939353900428
3,5,5,3,94,1,96.00180694620384
2,11,6,15,88,4,85.03064343239139
3,15,3,10,106,2,82.0460991834239
2,3,4,9,82,7,81.6945697107901
3,5,3,13,97,2,82.76576953124399
1,5,2,8,89,2,87.12114382777632
3,9,10,12,98,5,83.36745767418554
3,15,9,3,102,4,80.118114129289
3,3,1,15,93,0,85.26699357412504
3,6,2,8,91,2,91.0420527630484
2,17,8,12,101,0,85.58097851080181
1,8,7,4,118,1,82.05148214621012
3,11,1,6,94,0,85.8544224771304
2,6,5,12,90,0,73.91365429517117
1,8,10,10,117,3,83.71289966858915
1,10,6,2,102,2,80.52544342009404
1,3,5,8,128,2,75.71470658955938
1,14,4,13,93,2,91.93655047937706
3,14,1,9,87,1,82.2817472913809
3,10,7,7,95,2,80.6813468024825
2,12,9,8,113,2,85.2949555051243
2,6,6,7,113,2,77.6249445503812
2,12,3,11,90,3,81.45883582333371
1,14,10,10,100,2,81.20342207397725
1,2,4,4,110,6,83.78715645264644
3,9,10,1,108,1,94.96319550897766
1,10,5,3,96,3,93.32130572791434
1,17,1,7,109,2,77.19287804402022
1,17,5,11,73,1,85.11866198167311
2,3,1,11,111,0,81.55263233175737
2,19,9,7,100,0,84.97
3,1,7,11,117,0,84.97
1,12,3,13,90,2,95.24147739735837
1,7,9,3,77,6,84.49656997088363
3,4,2,1,110,2,81.70167287202794
1,10,7,10,83,1,81.21112885818242
1,13,9,9,94,3,85.82317178312098
2,2,6,12,108,0,80.24272458861093
3,10,10,6,100,3,81.77681491021612
3,4,5,13,92,0,86.9964421375811
3,18,7,13,107,2,78.78647690950186
3,5,6,12,104,3,85.82751771954332
2,19,5,7,93,3,87.33772700899442
2,2,2,1,104,3,77.37906160027373
1,12,8,1,93,1,85.56405860260469
1,17,7,4,101,1,85.36914838009324
1,10,6,7,123,3,89.31235555944025
1,2,5,14,106,3,83.1823533716899
2,6,5,11,108,1,79.78890102532165
3,8,9,15,101,3,79.12048479906281
2,19,1,11,135,3,78.0124786916203
1,11,9,8,113,2,84.55477532715369
2,12,6,10,131,2,80.36516444243375
3,9,4,9,84,0,90.29225431940536
3,2,10,1,101,1,85.36613675693019
2,8,7,4,118,0,86.74080097468266
2,11,9,4,97,2,85.4789138767346
2,4,5,3,91,2,84.05369460382573
1,10,5,7,96,1,91.32819672950332
2,20,8,1,92,2,76.28269980849672
2,16,7,9,112,5,84.84969457029696
2,8,8,13,109,1,77.54375237249758
3,4,10,8,85,2,75.78374158150963
3,10,2,2,102,4,78.09177110885621
1,12,9,2,69,1,94.51248978177568
1,14,3,8,85,5,82.90054073529528
3,16,6,11,90,2,85.45049172523574
3,18,6,14,93,2,92.53997921099403
3,12,2,15,113,1,79.47193117202949
2,18,7,1,99,7,83.86777897046126
2,7,9,13,103,0,83.45634715713747
3,20,10,7,104,1,84.97
2,7,1,9,95,3,91.21424602884578
2,9,8,12,109,0,79.57257279569085
1,1,2,15,114,2,80.93806551051098
3,6,1,3,112,2,91.09737084585709
3,6,8,7,112,1,81.13903557479989
2,12,2,6,95,1,83.65925371820438
3,12,6,15,113,6,82.42653046093368
1,10,6,7,107,2,90.01184946567788
1,6,5,7,83,5,86.48259005083169
1,17,8,10,92,1,74.91299390255283
3,19,3,1,104,7,79.62320577885455
3,18,10,14,111,2,82.6899965702793
3,6,4,3,102,2,84.22887805897362
3,19,7,10,110,2,91.99470103041752
3,10,7,1,102,2,86.47509440609797
1,8,8,5,91,1,83.53458096858593
2,6,2,3,93,1,86.6576363927108
1,7,2,1,103,2,84.50614739468656
3,1,4,2,109,3,81.55932089489042
1,18,10,10,103,3,80.45002435733346
3,20,9,5,124,5,83.19556506468189
3,12,10,11,99,4,79.05747468088069
1,16,9,3,113,4,85.53169272952326
3,10,4,6,106,4,90.44855951687845
2,10,9,9,98,2,88.01620277753503
3,14,3,6,108,4,84.97
2,20,5,2,110,1,80.73351254676571
2,10,10,2,90,3,78.43387277341355
3,10,9,15,110,3,89.17672690490967
1,11,6,13,91,1,86.44776106183083
2,2,3,13,99,3,83.82144181011886
1,20,10,8,106,0,88.15677027100868
2,8,9,11,93,2,83.58068836320344
3,7,6,8,96,3,93.09694023262696
3,8,4,6,103,2,88.18578621215232
2,1,4,10,115,2,84.83466820930853
3,2,8,7,108,0,77.41644675903463
2,18,7,1,125,4,82.26039547778664
3,15,1,15,96,3,91.12370416442263
1,1,6,12,115,2,88.15150046965998
3,5,8,9,113,0,93.18548962100952
1,2,3,5,110,1,80.37979578861352
3,20,9,9,97,0,76.19259429991489
1,3,10,2,108,3,89.44901336505899
3,19,2,14,103,3,89.22652619496733
1,18,6,8,118,0,85.48453573407681
2,18,1,7,104,2,89.87317766513915
2,14,2,11,105,2,92.3161303163459
1,8,5,14,100,2,83.53755781748823
3,12,1,4,99,1,91.99541771837784
1,10,8,3,80,1,76.43935387297144
3,20,1,4,92,4,85.48523986007235
2,17,9,4,119,0,85.29726270375048
3,11,10,10,89,0,86.58751840662009
2,2,3,10,102,2,88.84170484175633
3,4,2,8,98,4,89.81305475348718
3,1,1,13,93,0,82.56409141351615
3,15,9,13,91,1,79.47315521270916
1,13,4,4,108,1,89.47991177845448
1,8,1,14,105,1,80.4975717845646
2,4,1,5,90,0,84.97
2,10,7,2,101,2,86.73027687072954
1,19,2,13,118,1,83.50853511647848
2,18,7,4,103,0,77.52629961719316
1,5,7,7,71,2,77.85897840926356
3,19,10,3,101,1,84.25361049078508
2,16,9,14,95,4,82.92954197461192
2,1,7,14,96,1,87.00294075428313
1,12,1,1,110,5,86.35572444267989
2,2,8,13,93,6,86.71087998151718
2,8,8,8,92,2,80.7533116340151
3,18,4,8,103,4,83.96540541632726
2,16,8,6,96,0,87.2058229592138
3,5,4,7,92,1,83.90047939601561
1,13,8,15,95,3,90.41779919657128
2,19,5,10,103,1,82.5294421525447
3,3,4,11,97,3,87.77709392315747
1,8,6,2,108,0,85.76486403043839
2,12,2,5,100,2,81.55915461702784
1,2,2,12,109,2,89.05677437487925
2,11,2,7,105,3,81.90833241387112
1,12,9,15,81,2,84.97
1,18,10,9,104,2,89.01695524556175
3,13,3,1,110,2,89.08471381122487
1,5,10,15,95,2,84.97780334830914
2,12,4,3,130,3,78.7989361558636
2,2,10,6,107,0,86.65727750428394
3,5,8,14,91,1,93.31740679433872
2,7,4,7,89,1,93.98266382915078
2,12,10,6,97,2,81.1806884099353
2,16,10,1,88,0,86.33556774427326
1,8,7,4,94,2,80.77567262369325
1,9,5,6,83,5,93.24302258132504
2,15,9,8,100,5,88.608046468478
